x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.24185627698898315,0.2996772527694702,0.31744223833084106,0.26212048530578613,0.19691245257854462,0.2790091931819916,0.3099723160266876,0.32746297121047974,0.33726122975349426,0.21668171882629395,0.2010878026485443,0.2036661058664322,0.20006625354290009,0.16469089686870575,0.17450416088104248,0.21372641623020172,0.2268988937139511,0.1270245611667633,0.1676945984363556,0.20645815134048462,0.21823644638061523,0.9070545434951782,0.8297135829925537,0.7076713442802429,0.6425508856773376,0.6235337257385254,0.5715761184692383,0.44304123520851135,0.3647846579551697,0.2985478639602661,0.5795242190361023,0.42463645339012146,0.33132311701774597,0.25534674525260925,0.6263867616653442,0.5579271912574768,0.6466278433799744,0.7125802040100098,0.695182740688324,0.6811937689781189,0.7392581105232239,0.7815473079681396,peace_sign
0.24129177629947662,0.29980596899986267,0.3182992935180664,0.2628927230834961,0.19803547859191895,0.2787780165672302,0.3099974989891052,0.32770103216171265,0.3377952575683594,0.21633386611938477,0.20157115161418915,0.20397944748401642,0.20008356869220734,0.1642160564661026,0.1740465760231018,0.21341919898986816,0.22684426605701447,0.12609627842903137,0.1659998893737793,0.20581920444965363,0.2188485562801361,0.90601646900177,0.828794538974762,0.7072054147720337,0.6428772807121277,0.6255252957344055,0.5712432861328125,0.4432588219642639,0.36511000990867615,0.2989863157272339,0.5789715647697449,0.4248487055301666,0.33192774653434753,0.2556430697441101,0.6261393427848816,0.5578352212905884,0.6466494202613831,0.712584376335144,0.6959742307662964,0.6814419031143188,0.7387946248054504,0.7806893587112427,peace_sign
0.24207064509391785,0.30026066303253174,0.3188328146934509,0.26738283038139343,0.20229588449001312,0.28038498759269714,0.3103700578212738,0.3276282846927643,0.3375953733921051,0.21711933612823486,0.20166179537773132,0.20448856055736542,0.20129819214344025,0.16430342197418213,0.17764019966125488,0.2167576104402542,0.23002006113529205,0.12581205368041992,0.1727266013622284,0.21393437683582306,0.22723259031772614,0.9119990468025208,0.836164116859436,0.7108215689659119,0.6440407037734985,0.6251128911972046,0.5710229873657227,0.44127267599105835,0.3633556365966797,0.29736384749412537,0.5790411829948425,0.4256717264652252,0.33375707268714905,0.25981804728507996,0.6245772242546082,0.5577638745307922,0.6477801203727722,0.7160926461219788,0.6919395923614502,0.6875265836715698,0.7510534524917603,0.796732485294342,peace_sign
0.2425677627325058,0.3007896840572357,0.31933271884918213,0.26906999945640564,0.20428414642810822,0.2802450656890869,0.31063058972358704,0.32757654786109924,0.3374598026275635,0.21652817726135254,0.2007439285516739,0.2037459909915924,0.20121808350086212,0.16347366571426392,0.17697006464004517,0.21730810403823853,0.23197387158870697,0.12558937072753906,0.17204992473125458,0.21403564512729645,0.2287673056125641,0.9156204462051392,0.8375569581985474,0.7138499021530151,0.6470403671264648,0.6268354654312134,0.5711944699287415,0.4422411322593689,0.3645157814025879,0.29891812801361084,0.5792572498321533,0.4256456196308136,0.3335435688495636,0.26045021414756775,0.6255390048027039,0.5594480633735657,0.6502063274383545,0.7194497585296631,0.6938261389732361,0.6884900331497192,0.7509775161743164,0.7965174913406372,peace_sign
0.24273581802845,0.300970196723938,0.3188879191875458,0.269574373960495,0.20539814233779907,0.28030532598495483,0.3108663558959961,0.327683687210083,0.33748674392700195,0.21693819761276245,0.20008011162281036,0.20255695283412933,0.19997964799404144,0.16437160968780518,0.17731240391731262,0.21797189116477966,0.2331833690404892,0.12741559743881226,0.17402248084545135,0.21647413074970245,0.23189115524291992,0.9152126908302307,0.8367227911949158,0.7132505774497986,0.6481603980064392,0.6280410885810852,0.570419430732727,0.4414508640766144,0.3636223077774048,0.297858864068985,0.5791678428649902,0.4251762628555298,0.33237865567207336,0.2593599259853363,0.6258276104927063,0.557953417301178,0.6481300592422485,0.7181922793388367,0.6939774751663208,0.6855278015136719,0.7486950755119324,0.796614408493042,peace_sign
0.23889902234077454,0.29901739954948425,0.3183857798576355,0.26751452684402466,0.20227935910224915,0.2802225649356842,0.3100774884223938,0.32711708545684814,0.3373636305332184,0.21697558462619781,0.20056724548339844,0.20463968813419342,0.2033046931028366,0.16404858231544495,0.17748314142227173,0.21810413897037506,0.23220306634902954,0.12584537267684937,0.16964031755924225,0.2077089548110962,0.21814976632595062,0.913370668888092,0.8360557556152344,0.7130979299545288,0.6452913284301758,0.6267886161804199,0.5731465816497803,0.44291579723358154,0.3651609420776367,0.2990397810935974,0.580622673034668,0.4256495237350464,0.332317054271698,0.2573656737804413,0.6269891262054443,0.56120765209198,0.6508994102478027,0.7183288335800171,0.6950942277908325,0.6886014342308044,0.7470371723175049,0.7893230319023132,peace_sign
0.23852047324180603,0.29880309104919434,0.3176891803741455,0.2654944956302643,0.19991081953048706,0.28005295991897583,0.31044071912765503,0.32732847332954407,0.33727580308914185,0.21684890985488892,0.2012077271938324,0.20532040297985077,0.20345762372016907,0.1638941466808319,0.17554126679897308,0.21636760234832764,0.23069719970226288,0.12574657797813416,0.1690036952495575,0.20809946954250336,0.2196839302778244,0.9120249152183533,0.8347359895706177,0.7121649384498596,0.645226776599884,0.6268413066864014,0.5734272599220276,0.4426967203617096,0.36425313353538513,0.2977578938007355,0.581023097038269,0.42640334367752075,0.33334869146347046,0.2584991753101349,0.6268277168273926,0.5604578852653503,0.6506577134132385,0.7187182307243347,0.694796621799469,0.6870715618133545,0.7454651594161987,0.7881787419319153,peace_sign
0.23740269243717194,0.29819607734680176,0.31787076592445374,0.26541367173194885,0.19998060166835785,0.27959465980529785,0.3101348876953125,0.32692068815231323,0.3368072509765625,0.21644018590450287,0.20135825872421265,0.2052645981311798,0.2029012143611908,0.16371722519397736,0.176301509141922,0.21679671108722687,0.23032598197460175,0.1257052719593048,0.16973406076431274,0.2085348218679428,0.2191675752401352,0.9107699990272522,0.8344055414199829,0.7117156982421875,0.6449387669563293,0.6264331936836243,0.5730291604995728,0.4425915777683258,0.36450672149658203,0.29848259687423706,0.5806801915168762,0.42700135707855225,0.33411410450935364,0.2589445114135742,0.6266111135482788,0.5602914690971375,0.6507561802864075,0.7184633016586304,0.6948621869087219,0.6866912841796875,0.7449018955230713,0.7870935201644897,peace_sign
0.24329477548599243,0.2999953031539917,0.31581956148147583,0.2633550763130188,0.19813001155853271,0.2777881920337677,0.30899083614349365,0.32492613792419434,0.3337617516517639,0.2152460515499115,0.20074094831943512,0.2048841267824173,0.2025209367275238,0.16276568174362183,0.17710934579372406,0.216923326253891,0.2292764037847519,0.12509995698928833,0.16972866654396057,0.2093387246131897,0.22006075084209442,0.9113389253616333,0.8320764899253845,0.708138108253479,0.6418601274490356,0.6233254075050354,0.5678790807723999,0.441315621137619,0.3644769489765167,0.2998231053352356,0.5773179531097412,0.4247201383113861,0.3330884575843811,0.2591721713542938,0.6249310374259949,0.5585231781005859,0.647682249546051,0.7139254212379456,0.6949848532676697,0.6865009665489197,0.7462975382804871,0.7892047166824341,peace_sign
0.24541419744491577,0.3022756576538086,0.31779348850250244,0.2644578218460083,0.19852624833583832,0.2783985733985901,0.3090460002422333,0.3260531723499298,0.3369639217853546,0.21476079523563385,0.19695180654525757,0.2009887397289276,0.20036286115646362,0.16219167411327362,0.17795680463314056,0.2192283272743225,0.23292797803878784,0.12520483136177063,0.17268209159374237,0.21281009912490845,0.2237362265586853,0.915800929069519,0.836036205291748,0.7102203369140625,0.641177773475647,0.6212849617004395,0.5699996948242188,0.4414713382720947,0.36406734585762024,0.2984815835952759,0.5788077712059021,0.42645275592803955,0.33454814553260803,0.2614295482635498,0.6266562938690186,0.559217095375061,0.6454983949661255,0.7120221853256226,0.6958200931549072,0.686104953289032,0.7455396056175232,0.79008948802948,peace_sign
0.24395045638084412,0.30118709802627563,0.31807368993759155,0.26506829261779785,0.20029571652412415,0.2781293988227844,0.3095322251319885,0.32625794410705566,0.3368793725967407,0.2150016874074936,0.19729335606098175,0.20058812201023102,0.19962182641029358,0.16304782032966614,0.1785508692264557,0.2190767079591751,0.23266680538654327,0.12647920846939087,0.17133158445358276,0.2106359899044037,0.22183561325073242,0.9156001806259155,0.8348546028137207,0.7108898162841797,0.6432792544364929,0.6231597661972046,0.5703505277633667,0.44167277216911316,0.3638932704925537,0.2988969683647156,0.5790396332740784,0.4263787567615509,0.33406829833984375,0.2612341642379761,0.6268240809440613,0.5598819851875305,0.6456820964813232,0.7121419310569763,0.695617139339447,0.6816796660423279,0.7392972707748413,0.7837368249893188,peace_sign
0.24224306643009186,0.30019140243530273,0.3190878927707672,0.2659464478492737,0.1994502991437912,0.28127098083496094,0.3100200891494751,0.3264123499393463,0.3370029926300049,0.21725358068943024,0.19935739040374756,0.2026432603597641,0.20203173160552979,0.16460485756397247,0.17873668670654297,0.21976009011268616,0.23459090292453766,0.12719470262527466,0.17322635650634766,0.21535073220729828,0.22953219711780548,0.9164614081382751,0.8382393717765808,0.7137983441352844,0.643379271030426,0.6199769973754883,0.5719572305679321,0.44211477041244507,0.3645801246166229,0.2986505329608917,0.5798346996307373,0.42471301555633545,0.3328394293785095,0.2598385214805603,0.6271148920059204,0.5610654950141907,0.6520663499832153,0.7211045026779175,0.6968232989311218,0.6917600035667419,0.7519510984420776,0.7953646183013916,peace_sign
